time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-12-23 00:00:00+00:00,2552,503,2118,907
2022-12-24 00:00:00+00:00,2238,295,1220,437
2022-12-25 00:00:00+00:00,1348,274,1012,404
2022-12-26 00:00:00+00:00,2774,481,2017,879
2022-12-27 00:00:00+00:00,3649,585,2444,1019
2022-12-28 00:00:00+00:00,2863,499,2635,1009
2022-12-29 00:00:00+00:00,2709,505,2270,993
2022-12-30 00:00:00+00:00,2594,425,2073,876
2022-12-31 00:00:00+00:00,1814,357,780,336
2023-01-01 00:00:00+00:00,1682,445,881,398
2023-01-02 00:00:00+00:00,2677,640,1564,728
2023-01-03 00:00:00+00:00,2486,677,2609,1120
2023-01-04 00:00:00+00:00,3490,807,3366,1302
2023-01-05 00:00:00+00:00,3579,611,2860,1250
