referrer,views_total,views_unique
Google,12532,5911
gorm.io,4486,1562
github.com,3626,1164
pkg.go.dev,1292,546
Baidu,1286,809
DuckDuckGo,200,102
cn.bing.com,179,92
Bing,149,68
learnku.com,87,34
yandex.ru,78,44
