referrer,views_total,views_unique
Google,13936,5748
github.com,5541,1553
gorm.io,5508,1741
pkg.go.dev,1585,614
Baidu,839,561
DuckDuckGo,284,121
Bing,183,78
cn.bing.com,164,116
disq.us,146,104
yandex.ru,114,35
