referrer,views_total,views_unique
Google,13384,6232
gorm.io,4764,1573
github.com,3651,1417
Baidu,1272,835
pkg.go.dev,1205,515
DuckDuckGo,203,103
cn.bing.com,140,84
Bing,130,67
link.zhihu.com,68,36
medium.com,54,35
