time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-04-08 00:00:00+00:00,5970,905,3789,1265
2022-04-09 00:00:00+00:00,3574,336,2108,669
2022-04-10 00:00:00+00:00,3387,294,1788,658
2022-04-11 00:00:00+00:00,6331,1012,3936,1403
2022-04-12 00:00:00+00:00,5927,1245,4114,1429
2022-04-13 00:00:00+00:00,5932,1065,4370,1447
2022-04-14 00:00:00+00:00,5301,924,4174,1236
2022-04-15 00:00:00+00:00,4403,611,3389,1169
2022-04-16 00:00:00+00:00,2706,303,1926,650
2022-04-17 00:00:00+00:00,2817,264,1997,665
2022-04-18 00:00:00+00:00,4752,747,3546,1323
2022-04-19 00:00:00+00:00,5587,1055,4165,1395
2022-04-20 00:00:00+00:00,6363,1014,4743,1466
2022-04-21 00:00:00+00:00,5139,833,4023,1389
