referrer,views_total,views_unique
Google,11932,5834
gorm.io,3465,1385
github.com,2945,1106
pkg.go.dev,1044,499
Baidu,783,531
DuckDuckGo,230,102
cn.bing.com,127,74
Bing,115,61
search.brave.com,73,41
yandex.ru,71,37
