time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-03-09 00:00:00+00:00,4660,864,3271,1366
2023-03-10 00:00:00+00:00,5204,861,3344,1302
2023-03-11 00:00:00+00:00,2388,380,1396,587
2023-03-12 00:00:00+00:00,2068,352,1388,589
2023-03-13 00:00:00+00:00,4452,946,3498,1425
2023-03-14 00:00:00+00:00,3470,868,3774,1492
2023-03-15 00:00:00+00:00,4217,927,3497,1470
2023-03-16 00:00:00+00:00,4415,994,3604,1451
2023-03-17 00:00:00+00:00,3294,739,3235,1316
2023-03-18 00:00:00+00:00,1020,316,1134,554
2023-03-19 00:00:00+00:00,992,278,1337,582
2023-03-20 00:00:00+00:00,4718,940,3906,1492
2023-03-21 00:00:00+00:00,4055,965,3641,1476
2023-03-22 00:00:00+00:00,3555,896,3605,1323
