referrer,views_total,views_unique
Google,12421,5318
github.com,8616,3144
gorm.io,4927,1641
pkg.go.dev,1278,641
Baidu,698,486
disq.us,322,219
DuckDuckGo,316,162
cn.bing.com,281,148
Bing,143,81
awesome-go.com,62,32
