referrer,views_total,views_unique
Google,7674,3482
github.com,6720,2430
gorm.io,3456,1216
pkg.go.dev,879,450
disq.us,233,172
DuckDuckGo,135,63
Baidu,134,100
cn.bing.com,84,58
yandex.ru,75,34
Bing,66,28
