referrer,views_total,views_unique
Google,12991,5976
gorm.io,3745,1476
github.com,3517,1254
Baidu,1057,652
pkg.go.dev,980,468
DuckDuckGo,193,94
cn.bing.com,173,100
Bing,117,62
search.brave.com,66,38
yandex.ru,61,41
