referrer,views_total,views_unique
Google,13660,6528
gorm.io,4981,1665
github.com,3579,1187
pkg.go.dev,1310,549
Baidu,1234,777
DuckDuckGo,279,127
cn.bing.com,240,137
Bing,227,120
yandex.ru,105,55
search.brave.com,76,37
