time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-01-05 00:00:00+00:00,3742,632,2945,1289
2023-01-06 00:00:00+00:00,2992,595,2959,1185
2023-01-07 00:00:00+00:00,1587,343,1241,546
2023-01-08 00:00:00+00:00,1380,358,1047,454
2023-01-09 00:00:00+00:00,3455,704,2921,1254
2023-01-10 00:00:00+00:00,4359,867,2977,1287
2023-01-11 00:00:00+00:00,4506,884,3110,1314
2023-01-12 00:00:00+00:00,3979,752,3164,1284
2023-01-13 00:00:00+00:00,3301,790,3051,1192
2023-01-14 00:00:00+00:00,1279,353,1183,522
2023-01-15 00:00:00+00:00,1355,356,1241,513
2023-01-16 00:00:00+00:00,3872,755,3160,1232
2023-01-17 00:00:00+00:00,3469,807,2946,1267
2023-01-18 00:00:00+00:00,3108,739,2682,1153
