time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-11-09 00:00:00+00:00,4112,943,3537,1401
2022-11-10 00:00:00+00:00,3959,1022,3538,1393
2022-11-11 00:00:00+00:00,3084,899,2884,1077
2022-11-12 00:00:00+00:00,886,369,1573,586
2022-11-13 00:00:00+00:00,1002,287,1506,597
2022-11-14 00:00:00+00:00,3656,1118,3319,1421
2022-11-15 00:00:00+00:00,3254,844,3430,1445
2022-11-16 00:00:00+00:00,3606,881,3310,1364
2022-11-17 00:00:00+00:00,3241,824,3321,1383
2022-11-18 00:00:00+00:00,2491,648,2868,1214
2022-11-19 00:00:00+00:00,1172,393,1165,591
2022-11-20 00:00:00+00:00,1065,273,1234,591
2022-11-21 00:00:00+00:00,3773,839,3489,1409
2022-11-22 00:00:00+00:00,4059,734,3310,1374
