referrer,views_total,views_unique
Google,7888,3732
github.com,6223,2394
gorm.io,3366,1259
pkg.go.dev,1047,454
DuckDuckGo,337,164
disq.us,252,185
mail.qq.com,83,2
Baidu,79,59
yandex.ru,77,36
Bing,63,40
