time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-09-04 00:00:00+00:00,1061,356,1165,587
2022-09-05 00:00:00+00:00,3453,700,2819,1280
2022-09-06 00:00:00+00:00,3356,821,3815,1468
2022-09-07 00:00:00+00:00,3294,677,3493,1350
2022-09-08 00:00:00+00:00,3893,773,3688,1421
2022-09-09 00:00:00+00:00,3779,727,2731,1212
2022-09-10 00:00:00+00:00,2074,287,1365,458
2022-09-11 00:00:00+00:00,2433,296,1260,523
2022-09-12 00:00:00+00:00,4388,757,2456,977
2022-09-13 00:00:00+00:00,7398,868,3349,1437
2022-09-14 00:00:00+00:00,5296,767,3251,1366
2022-09-15 00:00:00+00:00,5305,789,3480,1376
2022-09-16 00:00:00+00:00,4367,728,2890,1183
2022-09-17 00:00:00+00:00,2374,363,1202,517
