referrer,views_total,views_unique
Google,13146,6241
github.com,3812,1256
gorm.io,3756,1499
Baidu,1178,711
pkg.go.dev,970,447
DuckDuckGo,209,89
cn.bing.com,185,100
Bing,123,62
medium.com,60,46
learnku.com,59,35
