referrer,views_total,views_unique
Google,13181,6346
gorm.io,4886,1665
github.com,3763,1289
Baidu,1497,980
pkg.go.dev,1317,546
cn.bing.com,259,154
DuckDuckGo,228,118
Bing,166,71
yandex.ru,69,43
learnku.com,57,33
