referrer,views_total,views_unique
Google,12307,5919
gorm.io,3726,1435
github.com,2622,1054
pkg.go.dev,1047,517
Baidu,811,510
DuckDuckGo,213,98
cn.bing.com,147,76
Bing,101,58
search.brave.com,74,42
yandex.ru,63,40
