referrer,views_total,views_unique
Google,10862,4723
github.com,9296,3319
gorm.io,5216,1693
pkg.go.dev,1373,628
DuckDuckGo,418,197
disq.us,300,200
Baidu,219,141
cn.bing.com,132,56
Bing,89,61
tech.andpad.co.jp,79,67
