referrer,views_total,views_unique
Google,13846,6561
gorm.io,4630,1641
github.com,3694,1377
Baidu,1215,823
pkg.go.dev,1196,543
DuckDuckGo,190,101
cn.bing.com,157,95
Bing,102,67
link.zhihu.com,90,51
search.brave.com,66,32
