referrer,views_total,views_unique
Google,12650,5906
gorm.io,4719,1661
github.com,3686,1325
Baidu,1474,922
pkg.go.dev,1125,553
DuckDuckGo,248,131
cn.bing.com,231,126
Bing,130,64
yandex.ru,123,54
learnku.com,96,48
