time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-08-16 00:00:00+00:00,269,91,66,45
2022-08-17 00:00:00+00:00,287,94,52,36
2022-08-18 00:00:00+00:00,297,90,80,43
2022-08-19 00:00:00+00:00,284,86,114,46
2022-08-20 00:00:00+00:00,168,68,49,22
2022-08-21 00:00:00+00:00,34,27,27,17
2022-08-22 00:00:00+00:00,6,3,46,28
2022-08-23 00:00:00+00:00,7,7,58,38
2022-08-24 00:00:00+00:00,3,3,39,24
2022-08-25 00:00:00+00:00,4,3,35,25
2022-08-26 00:00:00+00:00,3,3,71,39
2022-08-27 00:00:00+00:00,55,24,19,16
2022-08-28 00:00:00+00:00,215,79,28,15
2022-08-29 00:00:00+00:00,303,104,77,43
