referrer,views_total,views_unique
github.com,204,104
gorm.io,181,102
Google,62,54
Baidu,40,22
yandex.ru,9,3
com.google.android.gm,6,1
DuckDuckGo,4,1
Bing,2,2
qwant.com,1,1
