referrer,views_total,views_unique
gorm.io,247,116
Google,168,128
github.com,88,53
yandex.ru,20,11
Bing,7,5
poizon.feishu.cn,5,2
jianshu.com,5,1
trello.com,3,1
link.csdn.net,3,1
you.com,2,2
