referrer,views_total,views_unique
github.com,357,103
gorm.io,242,102
Google,62,50
Baidu,31,25
v1.gorm.io,5,3
yandex.ru,3,3
gorm.cn,2,2
topgoer.com,2,2
Bing,1,1
cn.bing.com,1,1
