time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-03-07 00:00:00+00:00,181.0,78.0,88,42
2022-03-08 00:00:00+00:00,178.0,66.0,175,47
2022-03-09 00:00:00+00:00,64.0,40.0,116,49
2022-03-10 00:00:00+00:00,1.0,1.0,69,32
2022-03-11 00:00:00+00:00,133.0,62.0,71,36
2022-03-12 00:00:00+00:00,111.0,51.0,50,18
2022-03-13 00:00:00+00:00,63.0,35.0,42,21
2022-03-14 00:00:00+00:00,62.0,37.0,84,53
2022-03-15 00:00:00+00:00,22.0,18.0,154,46
2022-03-16 00:00:00+00:00,2.0,2.0,112,48
2022-03-17 00:00:00+00:00,,,97,32
2022-03-18 00:00:00+00:00,75.0,6.0,61,31
2022-03-19 00:00:00+00:00,,,27,19
2022-03-20 00:00:00+00:00,1.0,1.0,35,19
