referrer,views_total,views_unique
gorm.io,248,127
github.com,155,79
Google,137,104
yandex.ru,13,7
v1.gorm.io,8,2
Baidu,6,6
Bing,5,3
cn.bing.com,2,2
DuckDuckGo,2,2
m.baidu.com,2,2
