referrer,views_total,views_unique
gorm.io,296,157
github.com,178,83
Google,99,86
yandex.ru,17,11
Baidu,13,7
v1.gorm.io,8,3
cn.bing.com,6,4
DuckDuckGo,6,2
gitter.im,5,1
learnku.com,4,2
