referrer,views_total,views_unique
gorm.io,335,140
github.com,312,140
Google,78,60
Baidu,34,26
qiita.com,17,7
m.baidu.com,7,2
DuckDuckGo,4,3
search.brave.com,3,1
yandex.ru,2,2
v1.gorm.io,2,2
