referrer,views_total,views_unique
github.com,321,135
gorm.io,262,120
Google,120,94
yandex.ru,13,3
Baidu,11,7
gitter.im,5,1
v1.gorm.io,3,2
pkg.go.dev,3,1
Bing,2,2
cn.bing.com,2,2
