referrer,views_total,views_unique
gorm.io,265,123
github.com,146,54
Google,116,90
Baidu,4,1
yandex.ru,3,3
cn.bing.com,2,1
search.brave.com,1,1
pkg.go.dev,1,1
yandex.kz,1,1
gitter.im,1,1
