referrer,views_total,views_unique
github.com,256,135
gorm.io,167,102
Google,80,68
Baidu,22,11
DuckDuckGo,8,4
v1.gorm.io,4,4
yandex.ru,4,4
cn.bing.com,4,2
Bing,3,3
grep.app,1,1
