referrer,views_total,views_unique
github.com,431,176
gorm.io,334,154
Google,93,80
Baidu,41,29
DuckDuckGo,3,2
mail.google.com,3,1
Bing,2,1
cn.bing.com,1,1
qiita.com,1,1
