referrer,views_total,views_unique
github.com,241,97
gorm.io,204,83
Google,53,49
Baidu,23,17
qiita.com,12,4
v1.gorm.io,3,2
DuckDuckGo,2,2
yandex.ru,2,2
topgoer.com,2,1
endtest.dev,1,1
