referrer,views_total,views_unique
gorm.io,185,100
Google,99,36
Baidu,16,11
github.com,11,5
yandex.ru,8,3
cn.bing.com,3,3
link.zhihu.com,2,2
DuckDuckGo,1,1
Bing,1,1
