time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-03-05 00:00:00+00:00,179,68,22,16
2022-03-06 00:00:00+00:00,107,49,8,7
2022-03-07 00:00:00+00:00,71,40,76,34
2022-03-08 00:00:00+00:00,105,59,44,20
2022-03-09 00:00:00+00:00,135,58,45,21
2022-03-10 00:00:00+00:00,207,80,64,32
2022-03-11 00:00:00+00:00,175,67,29,19
2022-03-12 00:00:00+00:00,125,53,22,9
2022-03-13 00:00:00+00:00,88,41,12,7
2022-03-14 00:00:00+00:00,76,46,55,23
2022-03-15 00:00:00+00:00,113,66,92,32
2022-03-16 00:00:00+00:00,138,79,51,24
2022-03-17 00:00:00+00:00,135,70,102,34
2022-03-18 00:00:00+00:00,155,67,41,21
