referrer,views_total,views_unique
gorm.io,225,118
Google,108,56
github.com,45,19
pkg.go.dev,21,3
cn.bing.com,9,4
cnblogs.com,4,3
yandex.ru,3,2
Baidu,2,2
golang.ren,2,1
search.brave.com,2,1
