time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-04-25 00:00:00+00:00,250,100,64,30
2022-04-26 00:00:00+00:00,221,87,69,29
2022-04-27 00:00:00+00:00,192,72,107,31
2022-04-28 00:00:00+00:00,169,68,59,25
2022-04-29 00:00:00+00:00,170,54,71,29
2022-04-30 00:00:00+00:00,189,68,40,10
2022-05-01 00:00:00+00:00,208,72,30,15
2022-05-02 00:00:00+00:00,200,81,29,19
2022-05-03 00:00:00+00:00,169,69,40,22
2022-05-04 00:00:00+00:00,157,67,75,25
2022-05-05 00:00:00+00:00,162,71,61,26
2022-05-06 00:00:00+00:00,156,63,47,26
2022-05-07 00:00:00+00:00,141,51,41,16
2022-05-08 00:00:00+00:00,134,52,26,13
