referrer,views_total,views_unique
Google,103,45
github.com,90,37
gorm.io,83,35
Baidu,12,4
pkg.go.dev,9,4
DuckDuckGo,4,4
Bing,3,3
id.search.yahoo.com,3,1
cn.bing.com,1,1
