referrer,views_total,views_unique
Google,131,45
github.com,118,21
gorm.io,84,31
t.co,8,5
Baidu,7,3
pkg.go.dev,4,3
yandex.ru,3,1
gitter.im,2,2
DuckDuckGo,2,2
github.geo.conti.de,1,1
