time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-08-26 00:00:00+00:00,627,141,34,12
2022-08-27 00:00:00+00:00,286,99,3,3
2022-08-28 00:00:00+00:00,357,87,2,1
2022-08-29 00:00:00+00:00,553,176,14,6
2022-08-30 00:00:00+00:00,596,168,13,8
2022-08-31 00:00:00+00:00,521,157,33,6
2022-09-01 00:00:00+00:00,454,164,20,12
2022-09-02 00:00:00+00:00,601,167,22,12
2022-09-03 00:00:00+00:00,290,89,7,3
2022-09-04 00:00:00+00:00,272,84,13,8
2022-09-05 00:00:00+00:00,487,143,17,8
2022-09-06 00:00:00+00:00,467,152,19,12
2022-09-07 00:00:00+00:00,531,167,9,5
2022-09-08 00:00:00+00:00,431,158,35,16
