referrer,views_total,views_unique
Google,94,47
gorm.io,55,21
github.com,21,11
pkg.go.dev,3,3
yandex.ru,3,1
DuckDuckGo,2,2
in.search.yahoo.com,1,1
Bing,1,1
cn.bing.com,1,1
