referrer,views_total,views_unique
Google,124,44
github.com,116,19
gorm.io,67,25
t.co,8,5
pkg.go.dev,3,2
yandex.ru,3,1
gitter.im,2,2
DuckDuckGo,2,2
cn.bing.com,2,2
Baidu,2,1
