time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-03-19 00:00:00+00:00,245,91,19,7
2022-03-20 00:00:00+00:00,236,88,15,4
2022-03-21 00:00:00+00:00,470,151,50,14
2022-03-22 00:00:00+00:00,315,154,44,15
2022-03-23 00:00:00+00:00,390,156,17,12
2022-03-24 00:00:00+00:00,449,172,50,24
2022-03-25 00:00:00+00:00,373,129,45,19
2022-03-26 00:00:00+00:00,219,92,19,6
2022-03-27 00:00:00+00:00,142,70,7,5
2022-03-28 00:00:00+00:00,332,146,20,12
2022-03-29 00:00:00+00:00,374,133,41,17
2022-03-30 00:00:00+00:00,419,139,13,8
2022-03-31 00:00:00+00:00,385,146,61,17
2022-04-01 00:00:00+00:00,455,132,11,7
