time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-03-10 00:00:00+00:00,463,120,37,11
2022-03-11 00:00:00+00:00,309,106,37,10
2022-03-12 00:00:00+00:00,274,104,15,6
2022-03-13 00:00:00+00:00,157,74,21,10
2022-03-14 00:00:00+00:00,305,112,24,9
2022-03-15 00:00:00+00:00,357,129,35,16
2022-03-16 00:00:00+00:00,448,152,32,13
2022-03-17 00:00:00+00:00,464,149,71,23
2022-03-18 00:00:00+00:00,451,143,55,15
2022-03-19 00:00:00+00:00,245,91,19,7
2022-03-20 00:00:00+00:00,236,88,15,4
2022-03-21 00:00:00+00:00,470,151,50,14
2022-03-22 00:00:00+00:00,315,154,44,15
2022-03-23 00:00:00+00:00,383,155,17,12
