referrer,views_total,views_unique
Google,129,53
gorm.io,43,19
github.com,30,13
pkg.go.dev,20,5
yandex.ru,4,2
search.brave.com,3,1
Bing,1,1
cn.bing.com,1,1
you.com,1,1
