time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-09-14 00:00:00+00:00,709,178,25,12
2022-09-15 00:00:00+00:00,671,188,26,12
2022-09-16 00:00:00+00:00,533,179,20,11
2022-09-17 00:00:00+00:00,276,98,6,2
2022-09-18 00:00:00+00:00,312,89,4,4
2022-09-19 00:00:00+00:00,663,198,23,11
2022-09-20 00:00:00+00:00,563,170,15,8
2022-09-21 00:00:00+00:00,521,156,20,7
2022-09-22 00:00:00+00:00,473,153,35,10
2022-09-23 00:00:00+00:00,469,135,15,8
2022-09-24 00:00:00+00:00,285,91,19,9
2022-09-25 00:00:00+00:00,309,94,14,6
2022-09-26 00:00:00+00:00,516,170,13,7
2022-09-27 00:00:00+00:00,544,172,21,13
