time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-06-04 00:00:00+00:00,271,115,12,4
2022-06-05 00:00:00+00:00,325,103,6,5
2022-06-06 00:00:00+00:00,429,157,10,6
2022-06-07 00:00:00+00:00,530,163,11,6
2022-06-08 00:00:00+00:00,542,185,32,12
2022-06-09 00:00:00+00:00,484,165,25,11
2022-06-10 00:00:00+00:00,455,163,21,10
2022-06-11 00:00:00+00:00,210,74,5,3
2022-06-12 00:00:00+00:00,277,86,2,2
2022-06-13 00:00:00+00:00,539,153,22,14
2022-06-14 00:00:00+00:00,612,144,5,3
2022-06-15 00:00:00+00:00,518,165,17,8
2022-06-16 00:00:00+00:00,500,173,35,11
2022-06-17 00:00:00+00:00,470,156,10,7
