referrer,views_total,views_unique
github.com,100,27
Google,86,47
gorm.io,70,31
pkg.go.dev,13,7
Bing,8,4
cn.bing.com,4,4
future-architect.github.io,1,1
DuckDuckGo,1,1
Baidu,1,1
