time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-11-02 00:00:00+00:00,238,115,12,6
2022-11-03 00:00:00+00:00,277,106,10,5
2022-11-04 00:00:00+00:00,247,62,2,2
2022-11-05 00:00:00+00:00,262,85,2,2
2022-11-06 00:00:00+00:00,199,79,2,2
2022-11-07 00:00:00+00:00,246,95,17,11
2022-11-08 00:00:00+00:00,209,99,15,7
2022-11-09 00:00:00+00:00,294,99,11,6
2022-11-10 00:00:00+00:00,222,100,13,4
2022-11-11 00:00:00+00:00,191,75,2,2
2022-11-12 00:00:00+00:00,142,61,1,1
2022-11-13 00:00:00+00:00,147,63,3,1
2022-11-14 00:00:00+00:00,218,102,11,3
2022-11-15 00:00:00+00:00,223,101,6,6
