time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-06-11 00:00:00+00:00,208,85,1,1
2022-06-12 00:00:00+00:00,239,87,1,1
2022-06-13 00:00:00+00:00,202,73,3,2
2022-06-14 00:00:00+00:00,102,59,14,7
2022-06-15 00:00:00+00:00,238,47,7,6
2022-06-16 00:00:00+00:00,97,50,6,3
2022-06-17 00:00:00+00:00,164,53,14,4
2022-06-18 00:00:00+00:00,116,59,24,3
2022-06-19 00:00:00+00:00,220,69,4,2
2022-06-20 00:00:00+00:00,195,99,7,5
2022-06-21 00:00:00+00:00,185,72,1,1
2022-06-22 00:00:00+00:00,102,62,7,4
2022-06-23 00:00:00+00:00,173,61,2,2
2022-06-24 00:00:00+00:00,106,53,17,6
