time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-07-16 00:00:00+00:00,251,92,4.0,3.0
2022-07-17 00:00:00+00:00,307,95,2.0,1.0
2022-07-18 00:00:00+00:00,287,117,12.0,7.0
2022-07-19 00:00:00+00:00,224,87,37.0,5.0
2022-07-20 00:00:00+00:00,149,70,58.0,14.0
2022-07-21 00:00:00+00:00,240,93,5.0,4.0
2022-07-22 00:00:00+00:00,216,95,5.0,5.0
2022-07-23 00:00:00+00:00,256,83,2.0,2.0
2022-07-24 00:00:00+00:00,260,84,,
2022-07-25 00:00:00+00:00,305,116,18.0,7.0
2022-07-26 00:00:00+00:00,287,108,6.0,4.0
2022-07-27 00:00:00+00:00,230,94,69.0,7.0
2022-07-28 00:00:00+00:00,292,112,17.0,8.0
2022-07-29 00:00:00+00:00,212,88,6.0,5.0
